order_id,product,rating,amount,date,review
239573,شقق ماريوت الفندقية - مكارم الرياض,2,شقة من غرفة نوم واحدة,أقمت 3 ليالي,مخيب للأمل. تعامل المدير ابراهيم. ازعاج عمال النظافة والصيانه وطرق الغرف بالخطأ السعر مبالغ فيه جدا جدا بالنسبة للتجهيز الموجود
377802,العنوان دبي مول,5,-,أقمت 3 ليالي,“من اروع الفنادق اللتي سكنتها”. . لاشيئ
92417,منتجع كورال بيتش الشارقة,4,غرفة ديلوكس مطلة على المدينة,أقمت 5 ليالي,“جداً روعه”. المسابح ونظافه البحر. كل شي
154121,فندق جلوريا,4,جناح بغرفة نوم واحدة يطل على البحر,أقمت 6 ليالي,جيد. النظافه. 
255748,فندق موسكو,2,عرض خاص - غرفة أزواج,أقمت ليلتين,ضعيف. سرعة تسجيل الدخول والخروج. تعامل الموظفين رائحة الغرف والحمامات سيئة المفارش كان بها حشرات اصابتني بحكة وحساسية عدم السماح بالزيارات
289664,بلازو فيرساتشي دبي,5,-,أقمت ليلة واحدة,“فندق مميز وخدمه اروع”. اهتمامهم وتعاملهم الراقي وتقديم المساعده على الفور. 
374747,أجنحة طيبة أراك,5,-,أقمت 4 ليالي,استثنائي. مريح وسهل ف الوصول مع سرعة التنفيذ عند الدخول  سوْال خرجت من الفندق ونسيت  الوالدة قياس السكر ف الدرج جناح 912افيدوني كيف الحصول عليه لو يقدر الفندق يرسلة ع فديكس او اى بريد مستعجل وانا ارسل ع حساب الشخص او الفندق مبلغ البريد وشكرا انا ف جدة. 
6800,فندق ميلينيوم العقيق المدينة,1,غرفة قياسية توأم,أقمت ليلتين,“فندق تعبان بالمرة”. لم يعجبني شي بالفندق ازعاج علي طول وخدمات الغرف لازم تطلب حتي يجيك الطلب اقلها فرش الاسنان. لايوجد شي بالفندق يعجبني
366939,دايموند تاور ( سويت تاور سابقا ),5,-,أقمت ليلة واحدة,“فندق جميل.. رائع”. النظافة في :الممرات_ البهو_الغرف_الأدوات_دوراة مياه_الكنب_الطاولات. شي واحد فقط وهو :⏬ ⏬⏬⏬النوافذ خطرة جدا في الأدوار العالية لعدم وجود سياج او قفل مناسب لأيقاف شقاوة الاطفال..  فخطر السقوط يوقظ هاجس القلق و انشغال البال..
360651,سوفتيل دبي جميرا بيتش,5,غرفة سوبيريور توأم ذات إطلال جانبي على البحر.,أقمت 3 ليالي,“مكان رائع وجميل يستحق الزياره مره اخرى”. اعجبني الموقع والنظافة وتعامل الموظفين. 
342906,فندق سافرون,2,غرفة مزدوجة,أقمت ليلتين,“غير ملائم”. سعر رخيص. عدم  دخول زوار لنني عن طريق بكونج عكس الترفيه الذي يتمتع به شخص يأتي مباشره لهم دون بكونج
114031,فندق دار النعيم,1,غرفة قياسية ثلاثية,أقمت ليلة واحدة,“من اسوء فنادق المدينه”. لاشي. ١- الفندق نجمتين وليس ٤ نجوم٢-الحجز كان غرفه ثلاثيه وعطوني غرفه ثنائيه لمده ٨ ساعات لعدم توفر الحجز٣- السعر جدا مبالغ فيه هناك فنادق انظف وافخم واقرب للحرم بسعر اقل٤-لايوجد مواقف اظطريت لتوقيف سيارتي بفندق اخر  &lt;المواقف للموظفين٥- تعامل موظفي الاستقبال سيئ جدا٦- رائحه بكل الفندق٧- الماء ضعيف بالحمام٩- الحمام ضيق ورائحه سيئه ١٠- حديقه الشاي اللي يقولون عليها كلها كم كنبه في اللوبي وزحمه ١١-الشاشه اللي بالغرفه كانها ايباد من صغرها١٢ - طاقم الفندق سيئ١٣ -ازعاج وتشغيل التنبيهات١٤-تأخير المصاعد على كثرها ١٥- اثاث الفندق سيئ ١٦-ضيق الممرات١٧-لايوجد تنظيف للغرف١٨- النت بفلوس وبطيئ جدا١٩- البوفيه مخصص للحملات مافي اكل عربي هندي واندنوسي ٢٠-لايوجد تنظيم وترتيب كل شوي واحد يطق الباب يشيك الغرفه فيها احد ولا لا
150167,فور بوينتس باي شيراتون شارع الشيخ زايد,2,غرفة كلاسيكية بحجم كينغ أو توأمية,أقمت ليلتين,ضعيف. . غير جيد من جميع المقاييس ولا اكررالقامه فيه مره اخر ونصح الجميع بختيار فندق اخر . من سلبياته اسعاج الطريق داخل الغرفه عدم تجاوب طاقم العمل لاحتياجاتك لا يوجد شطاف في دوراه المياه ........ وغيره
394432,فندق كريستالات الأصيل,5,غرفة ثلاثية,أقمت ليلة واحدة,“إقامة جميلة مريحة”. طاقم الفندق ممتاز وخاصة محمد عبد العاطي رجال ممتاز ولبق جدا. 
401348,فندق ورويك دبي,2,-,أقمت 6 ليالي,ضعيف. لم يعجبني شي سوا موقع الفندق. اثاث الغرفه قديم ومتهالك ومتسخ ويوجد ايضا حشرات صغيره بالغرفه وطلبنا منهم تنظيف الغرفه ولكن لم يستجيبو بااختصار فندق سيء لا انصح فيه ابدا
99615,فندق كراون بلازا المدينة,4,غرفة قياسية,أقمت 3 ليالي,“اعجبني ولكن...”. القرب من المسجد النبوي. موظف الاستقبال. نظافه الفندق والغرف.. المواقف غير كافيه في وقت الذروة مع صعوبه المواقف خارج الفندق وهذا تسبب لي في مخالفه مرورية . طلبت قناة رياضية مفتوحه نظرا لبثها مباراه هامه ولكن قوبل الطلب بتعنت شديد وقله زوق في الردود مما اثار غضبي الشديد. غلايه المياه كانت سيئة جدا وطلبت تغيرها ولكن تم استبدالها بواحدة اخري لا تعمل من الاساس. عدم وجود عازل بين الغرف وهذا سبب ازعاج كبير.
348231,فندق شانغريلا دبي,4,-,أقمت ليلتين,جيد. الغرفة الاسديو بشقة جميلة. السرير غير مريح المكيف واجهتني فيه مشكلة انه حااار كانه مكيف صحراوي
3525,منتجع عجمان سراي، لوكشري كوليكشن,5,-,أقمت 9 ليالي,“شكرا”. الفندق جميل وموقعه جميل جدا والخدمات جدا ممتازة. الأسعار
259552,فندق موفنبيك برج هاجر - مكة,4,غرفة ثلاثية كلاسيكية,أقمت ليلتين,“عمره في رمضان”. القرب من الحرم ورحابه صدر الموظفين والعمال الاطلالة الجزءيه على الحرم الشريف امكانيه الخيار بين الفطور المتنوع واللذيذ او السحور. حجزنا غرفه ثلاثيه ولكن الاسره اثنان مريحان والثالث إضافي ونازل مستواه مايليق بفندق بهذا المستوى والسعر وباب الثلاجه ما يقفل زين متهالك وعدم تصريف الماء في دوره المياه بالشكل المطلوب
265624,فندق ناسيما رويال,1,غرفة سوبيريور مزدوجة أو توأم,أقمت 3 ليالي,“ممنوع الذهاب الي هذا الفندق”. لا تعليق سئ. كله
270343,نيارة الخبر للشقق المفروشة - للعائلات فقط,5,غرفة مزدوجة,أقمت ليلتين,“رووووووعه انصح فيه”. المكان نظيف جداً وهاديء ويوجد مواقف وخدمة انترنت بسرعة عالية. 
406870,Zagy Hotel,2,غرفة مزدوجة,أقمت 4 ليالي,“فاشل بمعنى الكلمة”. لا شيء. كل شيء
258999,فندق موفنبيك برج هاجر - مكة,2,-,أقمت ليلة واحدة,“تجربة لا تكرر”. . سوء النظافة و الاستقبالعدم الالتزام بموعد تسليم الغرفة رغم الارسال بوقت سابق عن موعد وصولنا
337209,النخبة رويال ان,2,غرفة قياسية مزدوجة,أقمت 5 ليالي,“لا أعتقد ان هذا الفندق من فئة الخمس نجوم انة لايستحق اكثر من ثلاث نجوم فقط الاثاث قديم ومتهالك”. قريب من المسجد النبوي. لا يوجد بة شىء يستحق الاعجاب
148704,فندق فورتشن جراند,2,غرفة توأم,أقمت ليلتين,“ضعيف المستوى”. الواي فاي. صوت موسيقى النايت كلب كان مزعجا جدا بحيث يصل إلى الغرف
30903,فندق شاطئ الراحة,4,غرفة مزدوجة مطلة على الخليج,أقمت ليلة واحدة,“االوجبات غالي”. المسبح. اسعار الوجبات
127675,دوسيت تاني ابو ظبي,5,شقة من غرفة نوم واحدة,أقمت ليلة واحدة,“دوست”. فندق نظيف وممتاز جدا تعامل موظفين الاستقبال جدا رائع وودودين وجميع الطلبات ملباهاتمنى لهم المزيد من الرقي. لاشي
218878,فندق لو مريديان مكة المكرمة,1,غرفة ديلوكس مزدوجة أو توأم,أقمت ليلتين,“سئ”. . نظافة الغرف مواقف السيارات امام الفندق
328609,فندق قصر الرياض,5,غرفة كينغ,أقمت ليلة واحدة,“فندق ننصح بالذهاب اليه”. موظفي الاستقبال جدا ممتازين. 
287408,الأصيل أجياد,5,غرفة توأم,أقمت 4 ليالي,“رحلة الي مكة للعمرة والاقامة في الاصيل اجياد”. . لا يوجد عربات للتوصيل مثل الفنادق المجاورة
302043,راديسون بلو بلازا جدة,4,غرفة نزلاء قياسية,أقمت ليلتين,“عطلة نهاية الاسبوع بجدة”. موظفي الاستقبال جدا روعه في التعامل. عمال نظافة الغرف
26303,فندق المشرق بوتيك - سمول لوكشري هوتيلز أوف ذا وورلد,4,غرفة ديلوكس كينغ,أقمت ليلة واحدة,جيد جداً. نظافة الغرفه ،الهدوء ، خدمات السياره ،الجلسات الخارجيه،. الاسعار المبالغ فيها في الميني بار والمطعم، الافطار غير متنوع
197337,فندق إنفينيتى مكة,2,غرفة قياسية رباعية,أقمت ليلتين,مخيب للأمل. نظافة الأسرة. صغر حجم الأسرة وكأنها أسرة أطفال سوء الخدمات وبالأخص من خدمة الغرفصغر الحمام ولا يوجد به متطلبات مثل منشف الشعر وفركشة الأسنان ....الخبصراحة لا يرتقي نهائيا إلى فندق خمسة نجوم
155146,جولدن ساندس للشقق الفندقية,5,-,أقمت 7 ليالي,ممتاز. . كان يوجد بعض الحشرات الصغيرة التي سببت حساسية
161091,فندق غراند اكسلسيور ديرة,5,غرفة كلاسيكية,أقمت 5 ليالي,“فندق مريح للاستجمام”. حسن الاستقبال وسرعة انهاء اجراءات تسجيل الدخول والمرونه في تلبية طلبات النزلاء قدر الامكان. لاشيء
27062,الماسة للشقق الفندقية 1,2,-,أقمت ليلة واحدة,مخيب للأمل. . الفرش
141738,فيجن للوحدات السكنية,5,-,أقمت ليلتين,استثنائي. . الانترنت بطيء
142855,فلورا البرشاء,5,غرفة ديلوكس مزدوجة أو توأم,أقمت 3 ليالي,“عدم وجود من يعرف عربي او يعرف علئ مدار الساعه”. قربه الجيد من مول الامارات ، الهدوء . النظافة . السعر المناسب .. 
404471,الوروود ريزيدنس,5,غرفة مزدوجة,أقمت ليلة واحدة,استثنائي. حسن الاستقبال و الضيافة. 
393797,فندق مكارم أم القرى,5,غرفة قياسية توأم,أقمت ليلتين,ممتاز. تعامل موظفي الاستقبال راقي جدا. خدمات الغرف جيدةتوفر مواقف للسيارات. الهدوء. أن أكياس المخدات وكيس اللحاف وشرشف السرير لم يتم تغييرهم بعد الزائر السابق. الأوساخ موجودة تحت الكراسي في الغرفة عند وصولنا ولم تنظف.
51549,فندق اتانا,2,غرفة قياسية ثلاثية,أقمت 4 ليالي,مخيب للأمل. الفطور جيد نوعا ما ،عدم وجود بار او مشروبات كحولية. لايوجد عازل صوت بين الغرف اصوات التلفاز والاصوات الاخرى مسموعة بشكل مزعج في الليل ، تسجيل الدخول كان بطئ عند الوصول
316591,رمادا الشارقة للشقق الفندقية,5,شقة ديلوكس من غرفة نوم واحدة,أقمت 4 ليالي,استثنائي. نعم. 
130218,فندق إيلاف أجياد مكة,1,غرفة مزدوجة,أقمت ليلة واحدة,“موقع سيء جدا .”. . مستوى الغرف رديء والموقع سيء جدا وكذلك الخدمات .
155694,جولدن ساندس للشقق الفندقية,1,-,أقمت ليلتين,ضعيف جداً. . الهنود تبع الاستقبال سيئون الغاية و غير متعاونيين، من أسوأ الأمور أن يعطي الهندي مسؤولية فهو مثل الآلة يتم برمجته على شئ معين و لا يعرف إيجاد حلول بديلة رغم توافر الحلول 
356448,فندق سفراء الهدى,2,غرفة ثلاثية تنفيذية,أقمت ليلة واحدة,“غالي جدا”. قربه من الحرم. مواقف السيارات سعره غالي جدا مقابل خدماته ضيق الغرف
228897,فندق مفرق أبوظبي,2,غرفة ديلوكس - مطلة على المدينة,أقمت ليلة واحدة,مخيب للأمل. قريب من مكان دوامي فقط لاغير. مشكلة في التلفزيون هو بطيئ جداً في تنقل من قناة إلى قناة ثانية
12021,الغرير ريحان من روتانا - دبي,4,غرفة كلاسيكية كينغ,أقمت 5 ليالي,جيد. تعاون السيد/vivekبلاستقبال كان متعاون جدا. الموظفين من الجنسيات العربيه غير متعاونين وتاخريهم في اجراءت الدخول والخروج
235351,فندق الخزامى منازل العين,2,غرفة قياسية كينغ,أقمت 4 ليالي,“اقامه صعبه ومتعبه”. اعتقد لايوجد شي .... اولا تعامل موظف الاستقبال سيئ جدا جدا ... المواقف سييءالتنظيف الاكل بسيط جدا
10952,الغرير أرجان من روتانا - دبي,5,شقة من غرفة نوم واحدة,أقمت ليلة واحدة,“راحة بال مع روتانا”. يكفي اسم روتانا. 
220310,أبراج لو ميريديان مكة,5,غرفة Diplomatic,أقمت 3 ليالي,“شكرا لكم”. اشكر جميع العاملين بالفندق لحسن تعاملهم مع النزلاء الا انانه لايمكن الذهاالذهاب الي الحرم الابوسيله نقل. سياره.  حافله الفندق  وضعف تواجد الخدمات بالقرب من ابفندق بقاله. مغسله. مطعم الا بشكل عام الفندق ممتاز وسعره جيد مقابل خدمات الفندق. الذي لم يعجبني موضوع عدم التنظيم في المواقف الخاصه بالفندق وضعف جدا من اللوحات الارشادبهالارشاديه الواضحه بالفندق وخاصه وخاصه. مواقف نظرا لخطوره المكان
307125,فندق قصر مكة رافلز,4,-,أقمت ليلة واحدة,“رائع”. الراحه والسعه. لاشي
118754,فندق دوناتيلو,5,غرفة ديلوكس كينغ,أقمت ليلة واحدة,“روعة”. المكان رائع جداً. خدمات جميلة. موقع احسن من رائع. لا يوجد
219538,فندق لو مريديان مكة المكرمة,2,غرفة كلاسيكية كينغ,أقمت ليلة واحدة,مخيب للأمل. . -رد  موظف الاستقبال  حيث لا يريد ادخالني الغرفه  الا بعد الساعه 4 عصرا  محتج ان بوكنكمكتوب وقت الدخول  من 00-00 الي 00-18 وللزحمه الشديده. -نرجوا اتاكد من صحه الصلاه مع امام الحرم  حيث القصور الملكيه تفصل  الحرم عن الفندقخصوصا وقت عدم وجود الزحمه.
236428,فندق موفنبيك أبراج بحيرات جميرا,2,غرفة سوبيريور كينغ,أقمت ليلتين,مخيب للأمل. . معاملة الموظفين المسؤولين على الغرف غير لائقه ابدا. على الرغم اني من قبل  أقمت في فنادق أقل مستوى لكن تعاملهم أرقى بكثير جدا. فمستوى جودة الخدمه تقيم بمهنية تعامل موظفيها.
26610,فندق المشرق بوتيك - سمول لوكشري هوتيلز أوف ذا وورلد,4,غرفة مزدوجة بريميوم,أقمت ليلة واحدة,“فخامة”. تعامل الموظفينالكفيبوفية الافطار. اصوات الغرفة المجاورة تسمع اصواتهماصوات سيارات الشارعالجدران لا يوجد فيها عازل صوت
1509,أبيدوس للشقق الفندقية دبي لاند,5,شقة من غرفة نوم واحدة,أقمت 8 ليالي,“ممتاز”. رائع. 
398084,منتجع فيرونا,5,غرفة قياسية,أقمت ليلة واحدة,“يحتاج واي فاي فالغرف”. 1.الساونا 2.المسب3.الجاكوز4.الصاله الرياضيه5.البوفيه. الواي فاي
80570,سيتي بريميير مارينا للشقق الفندقية,1,-,أقمت ليلتين,ضعيف جداً. منظر المرسى فقط. الاثاث قديم ولا يوجد خدمة صف السيارات من بعد الساعه العاشره  والخدمه سيئة وريحة في الشقه واغراض الحمام سيئة جدا والسرير غير مريح جدآ واغراض المطلخ غير نظيفه ولا انصح بهذا الفندق الى بعد تصليح wcللحمام وكل الغرف متشابها
60772,فندق ومارينا البيلسان,4,غرفة ديلوكس توأمية مطلة على المدينة,أقمت ليلة واحدة,"“رائع و سوف نكرر التجربة.”. أعجبني جدا تصميم الفندق من حيث المساحة المفتوحة الموجودة في منتصف الفندق , مما أعطى الفندق شراحة و فساحة.أعجبني المصعد الزجاجي .. الإفطار غير مشمول بالسعر.المطعم غالي.سعر الفندق يحتاج تخفيض"
85790,فندق سيتي ماكس البرشاء,2,غرفة قياسية,أقمت 3 ليالي,“3”. لا يصلح  عوايل. الناس في  اليل  سكار في الوبي
10153,قصر الفنار 1,2,-,أقمت 5 ليالي,“عدم المصداقية مع الزبون ، مكان للمضطر فقط ..”. لايوجد. الغرف كلها باعوض ، الواي فاي مافيه ، المواقف للأسف يمكن ويمكن ماتحصل ، غير أسلوب العاملين يحسسونك وكأنك ساكن بدون مقابل ، يعني كل اللي ساكنين مضطرين
325835,رست نايت للاجنحة الفندقية، التعاون,2,شقة من غرفة نوم واحدة,أقمت 3 ليالي,ضعيف. لاشي. تجمع الماء في دورة المياه بشكل كبيرريحة كريهة في الغرفة با الاضافة الى صغر الغرفة
139152,جميرا أبراج الإمارات,4,غرفة عائلية ديلوكس,أقمت ليلة واحدة,“ممتاز بس سعره مرتفع قليلا”. حديث ومريح وموقع جيد. سعر مرتفع تنظيم الغرفة غير اعتيادي للمسافر
38710,أمواج روتانا جميرا بيتش - دبي,2,غرفة كلاسيكية بحجم كينغ مطلة على البحر,أقمت 3 ليالي,“الموقع ممتاز لكن تعامل الطاقم معي سيء جدا جدا جدا حدا جدا جدا جدا جدا”. الموقع فقط. فندق أمواج روتانا في دبيعشت أسوأ أيام في هذا الفندقيضمن فندق شخص للراحة ولم أجد لم أجد التعاون ومدير هناك كل برود تقول لي هذا كرتي الخاصة حتى ان حضرت مره اخرى لي احجز لك غرفه مناسبه وهو اُسلوب نرفزني كثيرا لم أستطع النوم لأن فوق غرفتي  مطعم واسمع اصواتالمشي في غرفتي وبشكل مستمر بشكل يومي
300658,الأحلام الهادئة - فرع النور,2,شقة من غرفة نوم واحدة,أقمت ليلة واحدة,مخيب للأمل. بصراحة وبدون اي مجاملات الفندق دون المستوى - الموقع سيء جدا- لاتوجد خدمات- النت مقطوع وهم يكذبون على الزبون بانه يعمل - طلب منهم شرشف زيادة لطعوني وما ردوا على اصلا. تعامل موظفي الاستقبال سيء جدا على الرغم من انهم سعودين
189484,حياة ريجنسى مكة,4,غرفة كينغ,أقمت ليلة واحدة,جيد جداً. الافطار متنوع ولذيذ واتساع مساحة  المطعم وأناقة ديكوره. 
26318,فندق المشرق بوتيك - سمول لوكشري هوتيلز أوف ذا وورلد,2,غرفة مزدوجة بريميوم,أقمت ليلة واحدة,“مرتين اسكن في هذا الفندق ويكذب على احجزها انها مطله على الحديقه ولما اتأتي الى الفندق اجد الغير”. اعجبني الفطور. انا حجزت عن طريق الباكنق انا الغرفه مطله على الحديقه بحكم ارتفاع سعرها وبعد الوصول كذب على موظف الا ستقبال ولم يعطني الغرفه علماً اني قد حجزتها وهي مطله على الحديقه بس مع الاسف سوا لي فلم موظف الاستقبال المصري نادر وكذب على وقال كلها محجوزه علماً انا سعرها سعر الغرفه المطله
114073,فندق دار النعيم,2,غرفة قياسية رباعية,أقمت ليلتين,ضعيف. الموقع قريب من الحرم. كل شئ لم يعجبني.  الخدمة دون المستوي.
9185,فندق الديار كابيتال,2,غرفة ديلوكس مزدوجة أو توأم,أقمت ليلة واحدة,“رائحة كريهة”. لاشئ للاسف. رائحة كريهة بالغرفة والممرات طول الوقت
406121,ياسات جلوريا للشقق الفندقية,1,-,أقمت 3 ليالي,“الفندق سي جدا”. لاشئ. الاستقبال سيئين التعامل  الفندق يفتقر الى النظافه الرائحه كريهه جدا. الاصنصير انتظار ساعه
358539,فندق سوفيتل الخبرالكورنيش,2,غرفة توأم فاخرة مطلة على البحر,أقمت ليلة واحدة,“لاتنغشون في موقعه الجيد فقط”. الخدمات سيئة للغاية لا يوجد سرير اطفال المكيف درجة واحدة من البرودة او اغلاق التكيف اذا رغبت بخدمة لا تصل الا بعد ساعة تأخر في تقديم الخدمات لن اكرر الزيارة ابدا لهذا المكان وهذا يحسب على سلسلة فنادق سوفتيل. الخدمات سيئة للغاية لا يوجد سرير اطفال المكيف درجة واحدة من البرودة او اغلاق التكيف اذا رغبت بخدمة لا تصل الا بعد ساعة تأخر في تقديم الخدمات لن اكرر الزيارة ابدا لهذا المكان وهذا يحسب على سلسلة فنادق سوفتيل
308898,فندق وأجنحة رامادا الهدى,2,غرفة مزدوجة مطلة على الحديقة,أقمت ليلة واحدة,“سئ جدا”. لم يعجبني شئ فندق ضعيف المستوى ولا يستحق ولا نجمة بدأآ بالنظافة إلى بجاحة الموظفين وعدم خبرتهم. النظافة سيئة جدا لدرجة اني وجدت حفاظة أطفال متسخة والعديد من القمائم تحت السرير الحمام مقرف لدرجة وجود شعر في البانيو والسيفون لا يعمل ورائحة كريهة ولا توجد أي مستلزمات مهمة مثل الحذاء والمناشف النظيفة
161761,فندق جراند أكسلسيور البرشاء,2,غرفة سوبيريور مزدوجة,أقمت ليلتين,مخيب للأمل. . تم وضعي بغرفه مقابل مشروع يبنى وكان هناك ازعاج بشكل فضيع بالرغم بطلبي مسبقا خلال الحجز بأعطائي غرفه جيده وموقع هادي. الخدمه بالفندق ليست جيده حيث ان عند طلبي شي معين من الغرفه لا يردون على المكالمات. في كل الاحوال الخدمه ليست جيده
159236,فندق جولدن توليب المكتان,1,-,أقمت ليلتين,“not good”. Few things like bathroom items. المواقف مليئة ولا يمكن دخول السيارات الكبيرةالأثاث وسخ جدا ورائحة الدخان تملأ الغرفةخدمة الطعام ليست متوفرة كما ذكر بالقائمة من حيث التوقيت والمكوناتوالمكونات والمكوناتبعيد عن الحرم والشارع مزدحم وصعب على من يحتاج كرسي متحركضجيج مستمر بسبب الاعمال القريبة والهدم
333369,فندق دار الإيمان رويال,2,غرفة توأم,أقمت ليلة واحدة,ضعيف. . الاثاث قديم جداً
147383,فندق ندى الضيافة,1,غرفة رباعية,أقمت ليلة واحدة,ضعيف جداً. الغرف صغيره وضيقه. حجم الغرف
107849,دار الفهد للشقق الفندقية,2,-,أقمت ليلة واحدة,ضعيف. . الاصنصير يستغرق يوم كامل حتى تصل الى غرفتك بطي جدددددا والنظافه مش ولابد
113243,دار الإيمان إنتركونتيننتال,5,غرفة سوبيريور مع 3 أسرّة وإطلالة على المدينة,أقمت ليلتين,استثنائي. . لا يوجد ماء حار في دورات المياه
92147,الخوري للشقق الفندقية,5,-,أقمت 5 ليالي,استثنائي. كل شيء في الفندق متميزمن نظافة واستقبال وتعامل راقي وخدمة الغرف ومحتويات الغرف. لا شيء
133978,فندق إيلاف بكة,2,غرفة رباعية,أقمت ليلتين,"“لا انصح فيه ابدا”. لا يوجد شي اعجبني. السرير وصخ جدآ وتوجد فيه روائح لايوجد انترنتلايوجد توصل للحرم ( الذهاب بمقابل مادي تدفعه انت يوميا ),بوفية الافطار والسحور لايستحق اي مبلغ لان جميع الاصناف تنتهي ولا تعبئ من جديد ولايوجد مشروبات بأختصار الفندق يتعامل فوق طاقتة ولا يستحق نجمة واحدة نقطة أخيرة بجوار غرفتي اخوه محولين غرفتهم حسينية وماقدرت انام منهم"
292345,بارك إن باي راديسون للشقق الفندقية,2,-,أقمت 10 ليالي,“سيّء جدا وصادم”. الواي فاي جيد ، الموقع جيد قريب من الإمارات مول والمنطقه مخدمه بشكل مقبول. عند وصولنا أعطونا غرفه سيئه جيدا وقذره والكنب ريحته سيئة ووسخ والحمامات وسخه وخربانه والمغسله تطوف عند الاستعمال والمكيف خربان والحرارة عاليه ، على العلم بأنه كان الأجار غالي وغير متناسب مع الغرفة نهائيا والتي كانت بمظهر نجمه واحده على الأكثر  ، انصدمنا بالواقع وبعد مشاكل غيرونالغرفه أخرى أفضل بقليل ، الموظفين مهذبين ومتعاونون ولكن الغرف سيئه للغاية والامكانيات متواضعة جدا، وأكيد لن أكرر التجربة في هذا المكان ولا أنصح به نهائيا. وبالاستقبال الموظفات قليلات الخبره وأخذوا المبلغ كامل لعشره ايام عند الوصول حتى قبل أن نصعد ونرى الغرفه وهذا عكس باقي الفنادق المحترمة التي تحترم رغبه الزبائن وأراءهم.يمكن عارفين لو شفناها نهرب!!
337812,فندق رويال فالكون,2,غرفة مزدوجة أو توأم,أقمت ليلة واحدة,مخيب للأمل. ولا شئ ،، سئ جداً جداً جداً. 
247214,فندق بالاس كارلتون (سابقا متروبوليتان بالاس),5,غرفة ديلوكس,أقمت ليلة واحدة,استثنائي. يستحق بجدارة النجوم الخمسة التي يحملها. 
91482,الخوري للشقق الفندقية,4,-,أقمت 6 ليالي,“ممتاز”. شقق ممتازة وجميع الخدمات متوفرة ومناسب جدا للعوائل. 
169723,سيتي ستي أن للشقق الفندقية,5,-,أقمت 3 ليالي,استثنائي. الاستقبال رائع والتطافه ممتازه والنت متوفر وقريب جدا من امارات مول وحميع الخدمات متوفره بالقرب منه. 
142714,فلورا البرشاء,2,غرفة ديلوكس مزدوجة أو توأم,أقمت 4 ليالي,“غير مريحه”. للاسف تم حجز غرفه بسرير كينج وعند الوصول للفندق ابلغونا ان الغرفه التي تم حجزها غير متاحه وسيتم اعطائنا غرفه اكبر بسريرين منفصلين وبقيمه اغلى من السابقه وعلينا الدفع او سيتم خصم نص القيمه الحجز السابق ولان معي طفل صغير متعب لا يمكنني الخروج والبحث عن فندق اخر لا اعلم لماذا يتم خصم نص القيمه والحجز مسترد بالكامل ولا اعلم ايضا لماذا لم يتم محاسبتنا بالسعر السابق لان لا يمكن تسليم غرفه محجوزه قبل اكثر من ٣ ايام لشخص اخر طبعا لم يكن التفاهم جيد بيننا لان لا يوجد احد يتحدث اللغه العربيه في الاستقبال وايضا من يتحدثون اللغه الانجليزيه غير صبورين عند التفاهم بضغط من زوجي واعرف ان هذا الاخطأ المرتكب تم قبول العرض روغم ما استغلونا لم يسمحوا بنقص او خطا في عمليه تعبئه البار وتم خصم علينا قيمه مياه ولم يتغافلوا رغم تغافلنا لم يعجبني تصرف موظفين الاستقبال وطريقه استغلالهم للوضع ستكون الزياره الاخيره للاسف الشديد. الغرفه كانت مختلفه عن الحجز سريرين منفصلين رغم انها لازواج رفضهم وصع المياه المجانيه وتاخرهم في تنظيف الغرف
54373,فيرست سينترال للشقق الفندقية,4,-,أقمت ليلة واحدة,“جيدجدا”. . الأسرة غير مريحة
12836,منتجع قصر الحمرا الشاطئي,4,-,أقمت 4 ليالي,جيد. نشكر حفاوة السيد عمر المسوؤل في فندق الحمراء في استقبالنا حيث قدم لنا اجمل العروض و تعاون معنا في تأمين متطلباتنا. 
239706,مارسيليا للأجنحة الفندقية,4,-,أقمت ليلة واحدة,جيد. الهدوء والنظافة .... 
17971,منتجع الخالدية,1,غرفة مزدوجة أو توأم,أقمت ليلتين,ضعيف جداً. . التكييف غير جيد حيث قمت بتغيير ثلاث غرف ورائحة سجائر في كل مكان والماء غير صحي حتى للاستحمام كما ان المنتجع لا يصلح للمسلمين بسبب وجود اشخاص شبه عراه في مكان المسبح والذي يتوسط المنتجع
65535,بودل القصر,2,-,أقمت ليلتين,ضعيف. النت في الغرفه فقط. كل شي ظعيف المستوى وحرام فيه قيمه اليله فندق يحتاج لاعاده فرش كامل والاحسن انه ينهدم ويبنى مره ثانيه
255152,فندق موسكو,4,عرض خاص - غرفة أزواج,أقمت ليلة واحدة,“جيد”. الاستقبال. حسن المعاملة
241595,بوتيك 7- مازون للشقق الفندقية سابقاً,5,غرفة قياسية,أقمت 3 ليالي,“ممتاز”. الغرفة واسعه... الخدمة سريعه... ومحترمين... النت ممتاز.. نظيف... انصح فيه. وجود البار
194706,ابيس ستيلس دبي جميرة,5,غرفة قياسية توأم,أقمت 4 ليالي,“جيد جدا”. موقع الفندق ، النظافة ، الطاقم ، الموقع انصح به بدون افطار. الفطور اصنافه قليلة جداً ومكرره
148662,فندق فورتشن جراند,4,غرفة توأم,أقمت ليلتين,“فورتشن جراند الديره”. النظافه ممتازه .والهدوء جميل .صح في كم بار بس مو مزعجين وبحالهم . واهم شي ما تشوف سكارا طالعين نازلين افضله للشباب ما احسه ينفع لعوائل. الغرفه ضيقه .والحمام محشور ..بس مش بطال ينفع سكنت فيه 4 ايام
